term,log_odds,tfd
hello,1.7426921504239168,0.0038104310550130982
nice,0.11277987757553111,0.0009526077637532746
meet,1.5132085968890676,0.00023815194093831864
name,0.18490304275358385,0.004524886877828055
matt,3.99031015978999,0.0009526077637532746
embedded,3.7543163654378167,0.0007144558228149559
software,1.0926101999114821,0.0007144558228149559
engineer,1.1868869549475147,0.00023815194093831864
mean,0.18865648181758213,0.0030959752321981426
write,0.16185934380097447,0.0021433674684448677
small,0.3751278324631609,0.0004763038818766373
device,0.9537968047848767,0.0004763038818766373
fullon,4.717907144187664,0.00023815194093831864
computer,1.819144020240692,0.004763038818766373
recently,2.1328250719537696,0.0004763038818766373
idea,0.5748667485197174,0.0014289116456299119
creating,1.0288708849367998,0.0014289116456299119
simple,2.0214229936619272,0.007382710169087878
supposed,1.7231256597068167,0.0007144558228149559
course,0.15186416398534375,0.0019052155275065491
beginner,2.6406906389112805,0.0023815194093831865
people,-0.1752601251070838,0.0011907597046915933
never,0.30674889963511703,0.0004763038818766373
seen,0.4805218259670257,0.0004763038818766373
code,1.11965908961102,0.0140509645153608
want,-0.46392589688867664,0.006668254346272922
know,0.6031023545860477,0.011907597046915932
work,-0.48620912182179016,0.0019052155275065491
writing,1.3410714625575344,0.0014289116456299119
c,2.5952514124266104,0.014527268397237437
plus,2.2847456640773247,0.013336508692545844
entail,4.855739618711577,0.00023815194093831864
lot,0.05461936292799389,0.0021433674684448677
fundamental,2.392710230953004,0.0007144558228149559
need,-0.04536665873680746,0.006668254346272922
order,0.05553237557238165,0.0011907597046915933
program,2.6135178192726136,0.016194331983805668
explores,5.553825080912104,0.00023815194093831864
language,0.2199180551050622,0.0007144558228149559
thing,0.37532023942397025,0.009287925696594427
memory,1.876587387312315,0.0028578232912598238
laid,2.957388864439563,0.00023815194093831864
access,-0.4614961825529842,0.0004763038818766373
deal,0.6475240598971687,0.00023815194093831864
etc,1.394601708922523,0.0004763038818766373
id,0.44141986805860917,0.0023815194093831865
begin,1.82267014364993,0.0011907597046915933
talking,1.0505112064479438,0.0011907597046915933
little,-0.10313012725979918,0.0021433674684448677
bit,-0.13819954796666692,0.0019052155275065491
first,0.0010042493654428388,0.004524886877828055
place,-0.2753592967773868,0.0004763038818766373
studied,3.365440340145026,0.00023815194093831864
science,0.3594940371438304,0.00023815194093831864
university,2.1197101298759415,0.0004763038818766373
graduated,3.9170417145874756,0.00023815194093831864
master,0.97077902670889,0.00023815194093831864
degree,0.7155806188698222,0.00023815194093831864
since,-0.7239158481572538,0.00023815194093831864
sibles,10.168945597753364,0.00023815194093831864
postcode,5.917597286721599,0.0004763038818766373
develop,1.6309698671545982,0.00023815194093831864
desktop,2.1142208600950294,0.0011907597046915933
car,1.7814457953776643,0.0019052155275065491
world,1.4231154002850992,0.0023815194093831865
prior,2.706730657985175,0.00023815194093831864
used,0.15291294605446254,0.0011907597046915933
different,-0.2184756816575674,0.0019052155275065491
python,-0.369836783304342,0.0007144558228149559
phd,4.05305347227033,0.00023815194093831864
back,-1.1258777531420556,0.0009526077637532746
day,-0.22895157017958379,0.0004763038818766373
got,1.3222456641297626,0.008573469873779471
started,-0.6285257261343783,0.00023815194093831864
sort,-0.19139249589072943,0.0007144558228149559
show,-1.3470252254028243,0.0004763038818766373
guy,0.7404402006300337,0.004524886877828055
absolute,1.1886475187825478,0.00023815194093831864
pick,-0.1926311380634689,0.00023815194093831864
programming,0.49825218064648974,0.0009526077637532746
understand,0.4638073630883879,0.0009526077637532746
fundamentally,3.6022731679501234,0.00023815194093831864
weve,0.519796967484468,0.0021433674684448677
introduction,2.0370032071950512,0.0004763038818766373
way,-0.05531650169550977,0.003334127173136461
let,-0.8397496589178722,0.00714455822814956
start,-0.08018122910123172,0.0023815194093831865
main,1.6609794603565182,0.004524886877828055
topic,0.9567868799703979,0.0004763038818766373
video,1.1336952157168634,0.009526077637532746
setting,0.11187038099638093,0.0004763038818766373
environment,0.3123924324064503,0.0004763038818766373
tool,1.5121087318249014,0.0028578232912598238
necessary,2.139280117878296,0.0007144558228149559
complete,0.7378805977002817,0.0004763038818766373
im,-0.15257612730863543,0.010954989283162658
ask,1.4715802166020338,0.0019052155275065491
download,0.4248172659741061,0.0004763038818766373
something,0.3324218305132332,0.0050011907597046915
called,0.9766553895349877,0.005953798523457966
ide,3.46121043225694,0.0023815194093831865
stand,1.2259358019810649,0.0004763038818766373
integrated,2.5321934853175847,0.00023815194093831864
development,0.6324864012354602,0.0004763038818766373
contains,0.9386261434618691,0.0004763038818766373
generate,2.027995719298365,0.0019052155275065491
youre,1.379390943522581,0.01381281257442248
window,2.1233747996201395,0.006430102405334604
would,-0.5753409234978055,0.0021433674684448677
highly,1.471599866828012,0.00023815194093831864
recommend,1.6404168966733812,0.0009526077637532746
using,0.4038937520470553,0.004524886877828055
visual,2.922638179778039,0.005477494641581329
studio,3.018767152725061,0.00523934270064301
come,0.4420110547274552,0.002619671350321505
compiler,3.669960883888118,0.00523934270064301
really,-0.437347774928025,0.002619671350321505
good,-0.2032134471280067,0.0016670635865682305
editor,0.617443999669837,0.0004763038818766373
completion,2.031842208114063,0.00023815194093831864
free,1.3446315498618857,0.0021433674684448677
community,0.9128482284394531,0.0004763038818766373
edition,2.77199699513235,0.00023815194093831864
completely,0.2950413477589104,0.00023815194093831864
go,-0.5404425740582819,0.006430102405334604
website,0.9608770351522606,0.0014289116456299119
make,0.12544396071953087,0.006430102405334604
sure,0.4885590974345452,0.0028578232912598238
install,2.093290628351052,0.0050011907597046915
linux,3.2315003259752144,0.0042867349368897354
mac,1.8170202085652538,0.0009526077637532746
o,1.8377446920205438,0.0004763038818766373
machine,1.560372015972546,0.0023815194093831865
could,-0.44035999051660607,0.0019052155275065491
lion,4.999598612502288,0.0004763038818766373
use,-0.15998614520624074,0.00523934270064301
daily,2.2847456640773247,0.00023815194093831864
basis,2.0459808825193035,0.00023815194093831864
includes,1.5468519965117569,0.00023815194093831864
debugging,2.1386662100568046,0.0004763038818766373
generating,2.8537272080003895,0.0007144558228149559
unfortunately,1.7935464119550135,0.00023815194093831864
general,1.3959812573392794,0.0007144558228149559
student,0.39143437586160407,0.0007144558228149559
email,-0.41564185743203286,0.00023815194093831864
school,0.48330315808023744,0.00023815194093831864
get,-0.20533334184763535,0.006430102405334604
license,2.910030555520605,0.0007144558228149559
think,-0.6814278448999044,0.0016670635865682305
paying,2.0543217113332655,0.00023815194093831864
currently,1.4167952745991892,0.0011907597046915933
eight,0.5674419023798768,0.0004763038818766373
pound,2.3176736006434804,0.00023815194093831864
month,0.6524302068162291,0.0004763038818766373
nine,0.916753361754621,0.0004763038818766373
ten,1.2196843164344284,0.0004763038818766373
