term,log_odds,tfd
make,0.1994336410120628,0.0070390880233555
progress,0.48545677151133604,0.0002270673555921129
bar,0.12178899723408178,0.00046803679417966123
roadblock,3.3151637323120573,6.024235964688709e-05
firstly,4.010530669610316,0.0014226464931995644
youll,0.3137477857720743,0.0013114298292360804
need,0.25629309925363986,0.009156838666326838
screen,0.24337179323283778,0.001380940244213258
gui,4.5058666076684775,0.0029148034013763064
frame,2.085250829478435,0.0040269700410111445
im,-0.1238298074091963,0.011399708056257096
cover,-0.33071789528141665,0.0001899951342709516
small,-0.8866325572107361,0.0001668249959452258
section,-1.1989811981045895,0.00019462916193609676
put,0.5530094062928435,0.004647929748140597
middle,1.0451754161082956,0.0006719340114460483
set,0.7311217052534484,0.007664681758150096
anchor,1.3657497254323407,0.00025487152158298383
point,0.14545158009407536,0.002395792302880048
definitely,-1.7744261798348824,9.268055330290322e-05
actual,0.1097882627161088,0.0005792534581431451
show,0.039005220543616166,0.0023772561922194677
percentage,-0.9722025113989964,3.2438193656016126e-05
portion,-1.0222242327682367,2.3170138325725806e-05
insert,2.363392238956143,0.0025672513264904193
another,0.19733225147884662,0.002516277022173822
inside,0.5140938232739674,0.004207697119951806
one,-0.1646752790764043,0.01039875808058574
green,0.6453543504774982,0.0006394958177900322
whatever,0.009588952478057423,0.0011399708056257095
color,0.43287499062088564,0.0023865242475497577
choose,0.30661681525777906,0.0006302277624597419
typical,0.17484508804327178,3.707222132116129e-05
size,-0.38989456435107106,0.000690470122106629
comma,1.2271971854916783,0.0014597187145207256
fill,-0.7748486394722801,0.00011121666396348386
entirety,2.053902652448698,4.634027665145161e-05
parent,2.0101262208767317,0.002048240227994161
notice,-0.7524178938600948,0.0002826756875738548
adjust,-2.039138632620486,9.268055330290322e-06
x,-1.0445650593393563,0.0007460784540883709
width,-2.1935864422010902,6.024235964688709e-05
look,-0.1275768689104187,0.003957459626033968
also,-0.24003904796600717,0.003925021432377951
add,-0.36330647960982787,0.002585787437151
corner,0.5945671131630647,0.000287309715239
radius,-2.337762809579616,1.3902082995435482e-05
click,0.8976147755904763,0.005723024166454274
copy,-0.2223945863762263,0.0009638777543501934
paste,-0.10495510841202123,0.0005885215134734355
got,1.2515406686194663,0.007979795639379967
sorry,0.4289094453252507,0.0009870478926759193
ui,0.030393640936914854,0.000375356240876758
thing,-0.3357142950617837,0.0046247596098148705
thats,-0.11333461268400563,0.006645195671818161
inser,3.4306766194339016,1.8536110660580644e-05
get,0.26148075848407865,0.010421928218911468
quite,0.31363932875061623,0.0006812020667763387
see,-0.031163678450737302,0.010306077527282837
annoying,-0.8944016633690843,1.8536110660580644e-05
little,-0.2850856344032622,0.0018860492597140804
visual,-3.2650415698637825,9.268055330290322e-06
issue,-0.4714646984251464,0.00027804165990870963
fix,0.07683757890066016,0.00038462429620704833
sure,0.5066777012976474,0.0030167520100095
honest,0.15657974006597858,6.951041497717741e-05
typically,-1.1165617444674742,3.2438193656016126e-05
dont,0.1544363677546409,0.00605204013067958
use,-0.5591841780919828,0.00360063949581779
anyone,-0.13169142795814137,0.00011121666396348386
solution,-1.738894439847327,5.097430431659677e-05
let,-0.5734032368749186,0.00949975671354758
know,-0.11961788841779611,0.0058388748580829024
comment,-0.6147225683693429,0.0004402326281887903
anyway,0.47299054688636444,0.0003660881855464677
back,0.18021305540101018,0.003948191570703677
general,-2.0968290716961357,2.3170138325725806e-05
ill,-0.4987451659790294,0.0018675131490535
name,0.5107965802623148,0.006404226233230613
alter,1.1534721307443023,5.560833198174193e-05
main,-0.19077579203658,0.0007275423434277903
inner,-1.9015350101335164,1.3902082995435482e-05
confused,0.8438788507451557,0.00019462916193609676
local,2.2582814890047973,0.003623809634143516
script,2.8803209113911556,0.010783382376792789
code,0.11014781137388442,0.005157672791306564
create,-0.08394246486797874,0.003637711717138951
function,0.5356673951206731,0.008151254662990338
call,0.38590085823553766,0.003623809634143516
update,0.16554055292889186,0.0010194860863319353
take,-0.4356193707884411,0.002076044393985032
number,0.11023858672876978,0.003827706851409903
want,0.15875393652916098,0.012632359415185708
assist,0.8231396147551933,1.3902082995435482e-05
please,0.11343960664690789,0.0005004749878356774
go,0.020896783015588696,0.011473852498899418
away,0.7690848084270452,0.0008526610903867096
thank,-1.20522141265111,0.0001899951342709516
